gender,Partner,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn
Male,Yes,8,Yes,Yes,75,No
Male,Yes,34,Yes,No,90.15,No
Male,No,5,No,No,40,Yes
Male,No,9,Yes,Yes,99.45,Yes
Male,Yes,9,Yes,Yes,69.05,No
Male,Yes,31,Yes,No,59.7,No
Female,Yes,50,Yes,Yes,19.85,No
Female,No,2,Yes,Yes,86.25,Yes
Female,No,1,Yes,Yes,45.65,Yes
Male,No,8,Yes,Yes,70.1,Yes
Female,No,9,No,No,40.75,No
Female,No,2,Yes,Yes,70.2,Yes
Female,No,3,Yes,No,55.35,Yes
Male,Yes,25,Yes,Yes,95.7,No
Male,No,1,Yes,No,46.3,No
Female,Yes,45,Yes,No,81.3,No
Male,Yes,51,Yes,Yes,84.2,Yes
Female,Yes,55,Yes,No,20,No
Female,No,38,Yes,Yes,66.15,No
Male,No,2,Yes,No,45.85,Yes
Male,Yes,38,Yes,No,19.6,No
Male,No,34,Yes,Yes,49.8,No
Female,Yes,70,Yes,Yes,101.75,No
Female,No,13,Yes,No,55.15,No
Male,No,39,Yes,No,75.25,Yes
Female,No,61,Yes,Yes,103.95,No
Female,No,12,Yes,Yes,100.15,Yes
Male,No,41,Yes,Yes,99.65,No
Male,No,21,Yes,Yes,73.7,No
Male,No,55,No,Yes,50.05,No
Male,Yes,69,No,No,60.25,No
Male,Yes,26,Yes,No,105.75,Yes
Female,Yes,69,Yes,No,87.3,No
Female,Yes,18,No,Yes,48.35,Yes
Male,Yes,47,Yes,No,54.25,No
Female,Yes,72,Yes,No,85.3,No
Male,Yes,33,No,Yes,50,No
Female,Yes,2,No,Yes,24.4,Yes
Female,Yes,72,Yes,No,90.95,No
Male,Yes,37,Yes,Yes,72.25,No
Female,Yes,62,Yes,Yes,96.1,No
Female,Yes,71,Yes,No,19.85,No
Male,No,23,Yes,Yes,55.3,No
Female,No,16,Yes,No,20.1,No
Male,No,9,Yes,Yes,69.5,No
Male,Yes,17,Yes,Yes,25.15,No
Female,No,4,Yes,No,20.95,Yes
Female,Yes,1,Yes,Yes,49.55,Yes
Female,Yes,24,Yes,Yes,79.65,No
Female,No,1,Yes,Yes,71.25,No
Male,No,72,Yes,No,113.8,No
Female,Yes,72,Yes,No,24.55,No
Female,No,11,Yes,No,19.7,No
Male,No,9,Yes,No,20.25,Yes
Female,Yes,2,Yes,No,50.15,Yes
Female,Yes,60,Yes,Yes,100.5,No
Male,Yes,29,Yes,Yes,95.9,Yes
Female,No,49,Yes,Yes,74.45,No
Female,No,30,Yes,Yes,104.1,No
Female,Yes,53,Yes,No,19.05,No
Male,No,39,Yes,No,25,No
Female,No,9,Yes,No,19.05,No
Male,No,39,Yes,No,81.9,No
Male,No,8,Yes,Yes,69.7,No
Female,Yes,51,Yes,Yes,90.15,No
Male,Yes,71,Yes,No,25.35,No
Male,No,71,Yes,Yes,24.65,No
Female,Yes,70,Yes,Yes,19.55,No
Female,No,1,No,No,25.25,Yes
Male,Yes,38,No,Yes,60,No
Female,Yes,28,Yes,No,89.9,No
Female,Yes,32,Yes,No,19.4,No
Male,Yes,49,Yes,No,49.8,No
Female,Yes,37,Yes,Yes,24.1,No
Female,No,10,Yes,No,54.25,No
Male,Yes,67,Yes,No,109.9,No
Male,No,7,No,Yes,35.5,No
Female,No,51,Yes,No,87.55,No
Female,No,9,Yes,No,45.15,Yes
Female,No,9,Yes,Yes,88.4,No
Male,No,4,Yes,Yes,50.8,No
Male,Yes,71,Yes,Yes,99,No
Female,Yes,50,Yes,Yes,84.4,Yes
Female,Yes,24,Yes,Yes,96.55,No
Male,Yes,22,Yes,Yes,59.75,No
Male,No,44,Yes,Yes,111.5,No
Female,Yes,33,Yes,No,24.25,No
Female,No,1,Yes,Yes,75.1,Yes
Female,Yes,54,Yes,Yes,70.15,Yes
Male,No,42,Yes,Yes,101.75,Yes
Female,No,1,Yes,No,45.8,Yes
Female,No,1,Yes,No,20.5,No
Male,No,30,Yes,No,70.4,No
Female,No,1,No,No,30.55,No
Male,Yes,16,Yes,No,84.9,No
Male,No,1,Yes,Yes,20.1,Yes
Male,Yes,9,No,No,40.65,Yes
Male,Yes,46,Yes,Yes,101,Yes
Male,No,1,Yes,Yes,69.1,Yes
Male,Yes,71,Yes,No,54.5,No
Male,No,43,Yes,Yes,75.35,No
Male,Yes,50,No,Yes,44.45,No
Female,No,13,Yes,Yes,75,Yes
Male,Yes,19,Yes,No,100,Yes
Female,No,41,Yes,No,98.05,No
Female,No,1,Yes,Yes,71.15,Yes
Female,No,24,No,Yes,54.15,Yes
Female,Yes,40,Yes,No,63.9,No
Female,Yes,3,Yes,Yes,69.15,No
Female,No,37,Yes,No,64.65,No
Female,Yes,67,Yes,Yes,108.75,Yes
Female,Yes,32,Yes,Yes,98.85,No
Female,Yes,6,Yes,Yes,49.15,Yes
Female,Yes,32,Yes,No,89.6,No
Female,No,59,Yes,Yes,83.25,No
Female,Yes,30,Yes,No,70.25,No
Male,No,20,Yes,Yes,19.4,Yes
Female,Yes,27,Yes,No,24.5,No
Female,No,20,Yes,Yes,79.15,Yes
Male,No,9,Yes,No,20.1,No
Female,Yes,68,Yes,Yes,73,No
Female,Yes,69,Yes,No,61.4,No
Male,No,26,Yes,Yes,84.3,No
Male,Yes,69,Yes,No,19.9,No
Male,No,11,Yes,No,20.4,No
Male,No,1,Yes,No,50.75,No
Male,Yes,10,Yes,No,20.45,No
Female,Yes,55,Yes,Yes,75.75,No
Male,No,44,Yes,No,65.4,No
Male,Yes,46,Yes,Yes,80.4,Yes
Male,Yes,69,Yes,Yes,59.75,No
Male,No,11,Yes,Yes,78.5,No
Female,Yes,11,Yes,Yes,102,Yes
Male,No,29,Yes,No,48.95,No
Female,Yes,57,Yes,Yes,99.65,No
Male,No,28,Yes,No,18.25,No
Female,No,42,Yes,No,54.55,No
Female,No,2,Yes,No,20.65,Yes
Male,No,23,No,No,40.65,No
Female,Yes,18,Yes,No,20.45,No
Male,Yes,62,Yes,No,24.8,No
Female,No,1,Yes,Yes,70.8,Yes
Male,No,16,Yes,Yes,89.05,Yes
Female,No,3,Yes,Yes,96.6,Yes
Male,No,67,Yes,Yes,88.8,No
Male,No,62,Yes,Yes,20.05,No
Female,Yes,57,Yes,Yes,104.5,Yes
Male,No,2,Yes,Yes,69.8,No
Female,Yes,23,Yes,Yes,77.15,No
Female,No,25,No,No,35.05,No
Female,No,72,Yes,Yes,108.1,No
Female,Yes,2,Yes,Yes,84.05,No
Female,No,8,Yes,Yes,20.2,No
Female,No,5,Yes,Yes,50.6,Yes
Male,No,35,No,No,49.2,No
Male,No,24,Yes,No,24.6,No
Female,Yes,2,Yes,Yes,71.65,No
Male,Yes,72,Yes,Yes,104.9,No
Female,No,41,Yes,Yes,106.5,No
Male,No,4,Yes,No,49.35,Yes
Male,No,26,Yes,No,75.5,No
Male,No,7,Yes,Yes,94.25,Yes
Female,Yes,1,Yes,Yes,68.95,Yes
Female,Yes,4,Yes,Yes,58.5,No
Male,No,48,Yes,No,78.9,No
Male,No,2,Yes,Yes,93.85,Yes
Female,Yes,12,Yes,Yes,79.2,No
Male,Yes,60,Yes,Yes,109.45,No
Male,No,55,Yes,Yes,59.2,No
Male,No,1,No,No,29.15,No
Male,No,1,Yes,No,20.05,No
Male,No,4,Yes,Yes,76.05,Yes
Male,No,1,No,Yes,24.45,Yes
Female,No,42,Yes,No,66.5,No
Female,No,1,Yes,No,49.55,No
Male,No,7,Yes,Yes,89.35,Yes
Male,No,3,Yes,Yes,73.6,No
Female,Yes,72,Yes,Yes,82.65,No
Male,No,15,Yes,Yes,49,No
Male,Yes,4,Yes,Yes,80.35,Yes
Female,No,11,Yes,No,25.2,No
Female,No,5,Yes,No,25.45,No
Female,No,1,Yes,Yes,55.8,Yes
Male,Yes,72,Yes,Yes,110.9,No
Female,Yes,55,Yes,Yes,77.75,No
Female,Yes,40,Yes,Yes,26.2,No
Female,Yes,57,Yes,No,19.9,No
Male,No,1,Yes,Yes,79.05,Yes
Male,Yes,1,Yes,Yes,95,Yes
Female,No,1,No,No,25.2,Yes
Male,Yes,52,Yes,Yes,80.85,No
Male,No,41,Yes,Yes,98.4,Yes
Male,Yes,43,Yes,Yes,56.35,No
Female,Yes,47,Yes,No,19.3,No
Male,No,3,Yes,No,50.4,No
Male,Yes,66,Yes,No,79.4,Yes
Male,Yes,55,Yes,Yes,55.25,No
Male,No,29,Yes,No,19.1,No
Female,No,12,Yes,Yes,84.05,No
Female,Yes,66,Yes,Yes,105.2,No
Male,No,35,Yes,Yes,101.4,Yes
Male,Yes,10,Yes,Yes,89.8,Yes
Male,Yes,27,Yes,Yes,75.75,No
Female,No,58,Yes,Yes,95.3,No
Male,Yes,54,Yes,No,109.75,Yes
Male,No,9,Yes,No,19.85,No
Male,No,2,Yes,No,19.3,Yes
Male,No,6,Yes,Yes,69.1,No
Female,No,26,Yes,Yes,91.25,Yes
Female,No,9,Yes,No,20.25,No
Male,Yes,8,Yes,Yes,54.75,No
Male,No,12,Yes,Yes,81.45,No
Female,No,15,Yes,Yes,49.1,Yes
Male,Yes,43,Yes,Yes,80.2,No
Male,No,42,Yes,Yes,100.3,No
Female,No,31,Yes,No,65.25,Yes
Female,No,66,Yes,Yes,90.95,No
Female,No,18,Yes,Yes,85.45,Yes
Male,No,1,Yes,No,20,No
Male,Yes,61,Yes,Yes,94.1,Yes
Male,No,10,Yes,No,79.85,No
Male,No,1,Yes,Yes,71.65,Yes
Female,No,18,Yes,Yes,73.55,No
Male,Yes,24,Yes,Yes,104.65,Yes
Female,Yes,3,Yes,No,19.3,No
Male,No,50,Yes,No,20.15,No
Male,Yes,1,Yes,No,44.55,No
Male,No,2,Yes,Yes,54.45,No
Male,No,17,Yes,Yes,19.65,No
Male,Yes,69,Yes,Yes,105,No
Male,Yes,72,Yes,Yes,88.7,No
Female,No,3,Yes,Yes,74.25,Yes
Male,Yes,50,Yes,Yes,75.15,No
Female,No,53,Yes,No,20.25,No
Female,Yes,58,Yes,Yes,109.1,No
Male,No,46,No,Yes,30.75,No
Male,Yes,72,Yes,Yes,112.9,No
Female,No,1,Yes,Yes,74.2,Yes
Female,Yes,6,Yes,Yes,94.05,No
Male,Yes,72,Yes,No,78.85,No
Male,No,4,Yes,Yes,55.3,No
Female,Yes,52,Yes,No,19.35,No
Male,Yes,0,Yes,No,25.35,No
Female,No,2,Yes,No,20.45,No
Female,Yes,65,Yes,No,19.35,No
Male,Yes,43,Yes,Yes,101,Yes
Male,Yes,4,Yes,Yes,100.2,Yes
Male,Yes,25,Yes,Yes,89.05,Yes
Female,Yes,51,Yes,Yes,78.65,No
Male,No,12,Yes,No,74.75,No
Female,Yes,57,Yes,Yes,70.1,Yes
Female,Yes,24,Yes,No,19.9,No
Female,Yes,64,Yes,No,58.35,No
Female,No,4,Yes,Yes,105.65,Yes
Female,No,26,Yes,Yes,100.5,No
Female,Yes,15,Yes,No,20.05,No
Male,Yes,64,Yes,No,25.65,No
Male,Yes,36,Yes,Yes,96.5,Yes
Female,Yes,27,Yes,No,95,No
Male,Yes,1,Yes,No,70.85,Yes
Female,No,35,Yes,Yes,85.95,Yes
Male,No,4,Yes,Yes,73.9,Yes
Female,Yes,8,Yes,Yes,45.45,No
Male,No,10,Yes,Yes,20,No
Female,No,2,Yes,No,49.2,No
Female,Yes,58,Yes,Yes,109.45,Yes
Male,Yes,51,Yes,Yes,83.25,No
Female,Yes,46,Yes,Yes,19.25,No
Male,No,1,Yes,Yes,19.65,No
Male,No,46,Yes,No,72.8,No
Female,Yes,50,Yes,Yes,109.65,No
Male,Yes,53,Yes,No,65,No
Male,Yes,61,Yes,Yes,114.1,No
Male,No,5,Yes,No,20.65,No
Male,No,47,Yes,Yes,86.95,No
Female,No,54,Yes,Yes,94.75,No
Male,No,19,No,Yes,25.35,No
Female,No,26,Yes,Yes,105.45,No
Male,Yes,70,Yes,No,25.4,No
Male,Yes,17,Yes,Yes,102.55,No
Female,No,30,Yes,Yes,100.2,Yes
Female,No,1,Yes,No,24,No
Female,Yes,19,Yes,No,25.6,No
Female,Yes,26,Yes,Yes,73.5,No
Female,Yes,21,Yes,Yes,74.05,Yes
Male,Yes,50,Yes,Yes,98.25,No
Female,Yes,68,No,Yes,54.4,No
Male,No,3,Yes,Yes,101.55,Yes
Male,Yes,9,Yes,No,103.1,No
Female,Yes,51,No,No,34.2,No
Female,No,9,Yes,Yes,43.75,No
Male,Yes,41,Yes,Yes,111.95,Yes
Male,No,22,Yes,Yes,100.65,No
Female,Yes,21,No,Yes,55.95,Yes
Male,Yes,71,Yes,Yes,116.05,No
Male,No,1,Yes,No,45.75,Yes
Male,Yes,26,Yes,Yes,82,No
Male,Yes,71,Yes,No,65.15,No
Male,No,4,Yes,Yes,44.8,No
Female,No,12,Yes,Yes,79.8,No
Female,Yes,18,Yes,Yes,88.85,No
Female,No,3,Yes,Yes,74.95,No
Female,Yes,72,Yes,Yes,106.85,No
Male,No,11,Yes,No,74.95,Yes
Female,No,1,Yes,No,80.15,Yes
Male,No,13,Yes,No,19.3,No
Female,Yes,72,Yes,Yes,109.25,Yes
Male,Yes,42,Yes,No,56.1,No
Female,No,17,Yes,No,19.7,No
Female,No,7,Yes,Yes,51.3,No
Female,Yes,68,Yes,No,118.6,No
Male,Yes,56,Yes,No,24.15,No
Female,Yes,38,Yes,No,20.3,No
Female,Yes,72,Yes,Yes,115.5,No
Female,No,48,Yes,No,25.05,No
Female,Yes,52,Yes,Yes,109.1,No
Female,Yes,35,Yes,No,19.65,No
Male,Yes,67,Yes,Yes,111.3,No
Female,No,1,No,No,29.9,No
Male,No,53,Yes,Yes,80.6,No
Male,Yes,34,Yes,No,20.8,No
Female,No,3,No,No,35.2,Yes
Female,Yes,1,Yes,No,78.8,Yes
Male,No,19,Yes,No,89.95,No
Female,Yes,60,Yes,Yes,116.05,No
Male,No,11,Yes,No,19.55,No
Female,No,47,Yes,Yes,106.4,Yes
Male,No,18,Yes,No,49.4,Yes
Female,Yes,60,Yes,No,115.25,No
Male,Yes,72,Yes,No,24.8,No
Male,No,39,Yes,No,19.9,No
Female,Yes,59,Yes,Yes,81.25,No
Male,Yes,2,Yes,No,69.95,No
Male,No,1,Yes,No,69.1,Yes
Male,Yes,20,Yes,Yes,90.2,Yes
Female,No,6,Yes,Yes,93.55,Yes
Male,No,71,Yes,Yes,86.4,No
Female,Yes,24,Yes,No,66.3,No
Male,Yes,67,Yes,Yes,94.65,No
Male,No,1,Yes,Yes,80.85,Yes
Female,Yes,48,Yes,Yes,82.05,Yes
Female,Yes,37,Yes,No,72.1,No
Male,No,11,No,No,34.7,No
Male,Yes,3,Yes,Yes,20.55,Yes
Female,Yes,18,Yes,Yes,95.95,No
Male,Yes,50,Yes,Yes,44.8,No
Female,Yes,67,Yes,Yes,109.4,No
Female,Yes,25,Yes,Yes,71.05,No
Female,No,2,Yes,Yes,78.55,Yes
Male,No,9,Yes,No,19.7,No
Female,No,10,No,No,40.25,No
Female,Yes,70,Yes,No,19.85,No
Male,No,9,Yes,Yes,68.25,No
Female,No,4,Yes,Yes,20.15,No
Female,No,2,Yes,No,50.95,No
Female,No,1,Yes,No,78.65,Yes
Male,No,19,No,Yes,25.15,No
Male,Yes,7,Yes,Yes,20.25,No
Male,No,1,Yes,Yes,42.9,Yes
Male,No,1,Yes,No,44,No
Female,Yes,9,Yes,No,20.25,No
Female,No,3,No,No,34.25,Yes
Female,No,9,No,No,58.5,Yes
Female,No,5,Yes,No,55.8,No
Female,Yes,56,Yes,No,88.9,No
Female,No,18,Yes,No,57.65,No
Male,No,49,Yes,Yes,96.2,Yes
Male,Yes,70,Yes,No,79.15,No
Female,No,72,Yes,Yes,108.05,No
Female,No,6,Yes,No,74.4,Yes
Male,Yes,17,Yes,Yes,94.8,No
Male,Yes,29,No,Yes,45.9,No
Female,Yes,6,Yes,Yes,105.3,Yes
Male,Yes,63,Yes,No,102.6,No
Male,Yes,16,Yes,Yes,73.85,Yes
Male,No,59,Yes,Yes,61.35,No
Female,No,3,Yes,No,57.55,No
Female,No,8,No,Yes,29.25,No
Female,Yes,7,Yes,Yes,84.55,Yes
Female,No,68,Yes,No,19.6,No
Female,Yes,68,Yes,No,111.75,No
Female,Yes,52,Yes,Yes,106.5,No
Male,Yes,72,Yes,Yes,107.7,No
Female,Yes,32,Yes,No,19.3,No
Female,Yes,72,Yes,No,20.05,No
Male,Yes,1,Yes,Yes,69.95,No
Male,Yes,42,Yes,No,63.7,No
Female,No,25,Yes,No,24.75,Yes
Male,No,45,Yes,Yes,50.9,No
Female,Yes,43,No,Yes,60.4,No
Male,Yes,37,Yes,No,79.25,No
Female,No,20,Yes,Yes,85.8,Yes
Female,No,4,No,Yes,24.45,Yes
Male,Yes,63,Yes,Yes,110.1,No
Male,No,3,Yes,No,90.7,No
Male,Yes,66,Yes,Yes,25.3,No
Male,No,28,Yes,Yes,105.7,Yes
Female,No,8,Yes,No,85.2,No
Male,No,71,Yes,No,24.35,No
Male,No,1,No,Yes,24.25,Yes
Female,Yes,72,Yes,No,25.1,No
Male,Yes,16,Yes,Yes,54.55,No
Male,Yes,66,Yes,No,96.6,No
Female,No,11,Yes,Yes,76.5,Yes
Male,No,51,Yes,Yes,81.15,No
Female,No,8,No,Yes,38.5,No
Male,No,14,Yes,Yes,92.9,No
Female,No,4,Yes,Yes,93.5,Yes
Female,No,70,Yes,No,84.7,No
Female,No,70,Yes,No,66,No
Female,Yes,54,Yes,Yes,101.5,Yes
Male,No,28,Yes,Yes,74.9,Yes
Male,No,24,Yes,No,20.75,No
Female,Yes,69,Yes,Yes,61.45,No
Male,Yes,42,Yes,No,54.5,No
Female,No,2,Yes,Yes,69.6,Yes
Female,No,39,Yes,Yes,99.75,No
Male,Yes,45,Yes,Yes,109.75,No
Male,Yes,72,Yes,Yes,80.85,No
Female,No,38,Yes,No,20.3,No
Male,Yes,72,Yes,Yes,67.8,No
Male,No,1,Yes,Yes,24.05,Yes
Male,Yes,72,Yes,Yes,19.8,No
Male,Yes,55,Yes,No,25.7,No
Female,Yes,51,No,Yes,56.15,No
Male,No,63,Yes,Yes,86.7,No
Female,No,1,Yes,No,20.4,No
Female,Yes,23,Yes,Yes,19.65,No
Female,No,1,Yes,No,50.55,Yes
Female,No,2,Yes,Yes,54.35,No
Female,No,52,Yes,No,108.1,No
Female,No,36,Yes,No,54.45,No
Female,No,1,Yes,No,45.35,No
Female,No,28,Yes,No,59,No
Female,Yes,7,Yes,No,69.45,No
Male,No,14,Yes,Yes,100.55,Yes
Male,Yes,72,No,Yes,64.95,No
Female,Yes,1,Yes,Yes,20.5,Yes
Female,No,10,Yes,No,18.85,No
Male,No,42,Yes,No,19.8,No
Female,No,7,No,No,25.05,No
Male,No,4,Yes,Yes,74.8,Yes
Male,Yes,72,Yes,Yes,114.3,No
Female,Yes,20,No,Yes,24.45,Yes
Male,No,63,Yes,No,109.2,No
Female,No,56,No,No,45.05,No
Female,No,5,Yes,Yes,51,No
Female,Yes,72,Yes,Yes,110.45,No
Male,Yes,68,Yes,Yes,84.65,No
Male,Yes,67,Yes,No,60.05,No
Male,Yes,8,Yes,No,44.65,No
Male,Yes,52,Yes,Yes,93.25,No
Female,Yes,18,Yes,Yes,20.25,No
Female,Yes,59,Yes,No,25.45,No
Female,No,60,Yes,No,20.6,No
Male,No,7,Yes,Yes,94.1,No
Male,Yes,59,No,No,34.8,No
Male,No,46,No,Yes,60.75,No
Male,No,5,Yes,Yes,51.35,No
Male,Yes,59,No,Yes,64.05,No
Female,Yes,70,Yes,Yes,84.8,No
Female,No,14,Yes,Yes,71,Yes
Female,No,44,Yes,Yes,50.15,No
Female,Yes,64,Yes,Yes,94.6,No
Female,Yes,58,No,No,59.75,No
Female,Yes,46,Yes,No,100.25,No
Male,Yes,58,Yes,Yes,98.9,No
Female,Yes,72,Yes,Yes,97.7,No
Female,No,30,No,Yes,40.3,Yes
Male,No,11,Yes,No,60.25,No
Female,No,34,No,Yes,56.25,No
Male,No,54,No,No,46.2,No
Female,No,3,No,Yes,50.6,Yes
Female,Yes,72,Yes,No,24.9,No
Female,Yes,40,Yes,Yes,84.85,Yes
Female,Yes,2,Yes,No,65.7,Yes
Male,Yes,54,Yes,No,63.35,No
Female,No,14,Yes,No,50.1,No
Female,No,1,Yes,No,70.5,Yes
Female,No,10,Yes,Yes,94.85,Yes
Female,No,1,Yes,No,50.15,No
Male,No,1,Yes,No,19.75,Yes
Male,No,56,Yes,Yes,64.65,No
Female,Yes,68,Yes,Yes,79.6,No
Female,Yes,14,Yes,Yes,19.5,No
Male,Yes,68,Yes,Yes,99.55,No
Male,Yes,55,Yes,Yes,74,No
Female,No,16,No,Yes,38.9,No
Male,No,9,Yes,Yes,79.55,No
Male,Yes,14,Yes,Yes,65.45,Yes
Male,Yes,58,Yes,Yes,98.7,Yes
Male,No,53,No,Yes,46.3,No
Male,Yes,70,Yes,Yes,99.35,No
Female,Yes,14,Yes,Yes,95.8,No
Male,Yes,22,Yes,Yes,67.5,Yes
Female,Yes,10,Yes,Yes,78.15,No
Female,Yes,29,Yes,No,26.1,No
Female,No,1,Yes,Yes,69.6,Yes
Male,Yes,49,Yes,No,84.35,Yes
Female,Yes,68,Yes,Yes,100.2,Yes
Female,No,1,Yes,No,78.05,Yes
Female,No,30,No,Yes,40.35,No
Female,Yes,72,Yes,No,79.2,No
Female,No,10,Yes,Yes,20.9,No
Male,No,7,Yes,No,73.6,Yes
Female,No,9,Yes,Yes,74.75,Yes
Female,No,1,Yes,No,49.9,No
Female,No,20,Yes,Yes,68.9,No
Female,No,1,Yes,Yes,20.25,No
Female,No,29,Yes,Yes,76,No
Male,No,1,Yes,No,74,No
Male,No,3,Yes,Yes,82.3,No
Female,No,20,Yes,Yes,89.4,No
Male,No,64,Yes,Yes,99.15,No
Male,No,1,Yes,Yes,20.2,Yes
Female,No,6,No,No,29.45,No
Male,Yes,50,Yes,No,19.8,No
Male,No,6,Yes,Yes,59.15,No
Male,Yes,7,Yes,No,44.75,No
Male,Yes,72,Yes,Yes,90.8,No
Male,Yes,8,Yes,Yes,49.55,No
Female,Yes,67,Yes,No,106.7,No
Female,Yes,24,Yes,Yes,93.55,Yes
Female,Yes,72,Yes,Yes,94.45,No
Male,Yes,33,Yes,Yes,19.45,No
Male,No,2,No,Yes,25.05,Yes
Male,Yes,70,Yes,No,67.95,No
Female,No,22,Yes,No,65.25,No
Female,No,59,Yes,Yes,99.45,No
Male,No,36,Yes,Yes,20.35,No
Female,Yes,51,Yes,No,19.95,No
Male,Yes,53,Yes,No,77.4,No
Female,Yes,20,Yes,No,19.7,No
Male,Yes,63,Yes,No,99.7,No
Female,No,40,Yes,No,74.8,No
Male,No,35,Yes,Yes,19.15,No
Male,Yes,26,Yes,No,78.95,No
Male,Yes,27,Yes,Yes,95.55,Yes
Male,No,53,Yes,No,62.85,No
Male,Yes,34,Yes,No,71.55,No
Female,Yes,19,Yes,Yes,94.95,No
Male,Yes,43,Yes,Yes,86.1,No
Male,Yes,6,Yes,No,19.55,No
Male,No,56,Yes,Yes,24.8,No
Male,No,57,No,Yes,39.3,Yes
Male,Yes,34,Yes,Yes,84.05,No
Female,No,10,No,No,36.25,No
Female,No,1,Yes,Yes,20.25,Yes
Female,No,13,No,Yes,23.9,Yes
Male,No,56,Yes,No,98.6,No
Female,Yes,55,Yes,Yes,103.65,No
Female,Yes,36,Yes,Yes,92.9,No
Male,Yes,47,Yes,No,19.9,No
Female,Yes,12,Yes,Yes,20.1,No
Female,No,1,Yes,Yes,85.45,Yes
Male,No,24,Yes,Yes,80.5,No
Female,No,63,Yes,No,99.9,Yes
Female,No,35,No,Yes,39.85,No
Female,No,67,Yes,No,60.5,No
Male,No,25,Yes,Yes,84.8,Yes
Male,No,21,Yes,No,103.85,No
Female,No,13,Yes,No,67.8,No
Male,Yes,35,Yes,Yes,75.2,Yes
Male,Yes,71,Yes,No,24.85,No
Female,No,29,Yes,No,19.35,No
Male,Yes,71,No,No,49.35,Yes
Male,Yes,7,Yes,Yes,89,No
Female,No,57,No,Yes,55,No
Male,Yes,65,Yes,No,76.15,No
Male,No,27,Yes,No,20.3,No
Male,No,6,Yes,Yes,74.9,Yes
Female,No,72,Yes,Yes,117.35,No
Male,No,1,Yes,Yes,19.75,No
Male,No,11,Yes,No,45.2,No
Male,Yes,39,Yes,No,25.2,No
Female,No,59,Yes,Yes,89.75,No
Male,No,26,Yes,No,75,No
Male,No,2,Yes,No,49.95,No
Female,Yes,72,No,No,65.7,No
Male,Yes,65,Yes,No,67.05,No
Male,Yes,72,Yes,No,110.9,No
Male,No,6,Yes,Yes,87.95,No
Male,No,32,Yes,No,19.8,No
Female,Yes,50,Yes,No,75.7,No
Male,Yes,61,No,Yes,62.15,No
Female,No,15,Yes,Yes,101.25,Yes
Male,Yes,72,Yes,No,115.15,No
Male,No,9,Yes,Yes,18.95,Yes
Female,No,1,Yes,No,19.5,No
Female,No,12,Yes,Yes,86.55,No
Female,No,37,No,No,28.6,Yes
Male,Yes,61,Yes,No,20.4,No
Male,Yes,18,Yes,No,19.8,No
Male,No,21,Yes,No,45.65,No
Male,Yes,68,No,Yes,56.4,No
Male,No,12,Yes,Yes,73.3,No
Female,No,2,No,No,24.35,Yes
Female,Yes,62,Yes,Yes,101.35,No
Female,No,29,Yes,No,98.65,Yes
Male,No,1,No,No,33.6,No
Male,Yes,5,Yes,Yes,79.9,Yes
Female,No,1,Yes,No,20.7,No
Male,No,62,Yes,Yes,104.05,No
Female,Yes,36,Yes,No,20.25,No
Female,No,28,Yes,Yes,103.3,Yes
Female,Yes,69,Yes,No,73.7,No
Female,Yes,11,Yes,Yes,96.2,Yes
Female,Yes,63,Yes,Yes,108.75,No
Male,No,23,Yes,No,20.15,No
Male,No,10,Yes,No,19.75,No
Female,Yes,71,Yes,Yes,25.95,No
Female,No,45,Yes,Yes,70.05,No
Female,Yes,70,Yes,No,24.05,No
Female,No,22,Yes,Yes,84.75,No
Female,Yes,52,Yes,No,23.05,No
Male,Yes,55,Yes,Yes,104.15,Yes
Female,No,65,No,No,59.95,No
Female,Yes,72,Yes,No,19.55,No
Male,Yes,10,Yes,No,19.6,No
Female,No,7,Yes,No,20.05,No
Male,No,5,Yes,Yes,85.55,No
Female,Yes,24,Yes,No,78.6,No
Female,Yes,72,Yes,Yes,116.8,No
Male,No,21,No,Yes,43.55,No
Male,Yes,69,No,Yes,60.8,No
Male,Yes,44,Yes,Yes,54.9,No
Female,Yes,61,Yes,Yes,65.2,No
Male,No,24,Yes,Yes,102.95,Yes
Female,No,1,Yes,No,90.6,Yes
Female,No,6,Yes,Yes,50.8,Yes
Male,No,4,Yes,Yes,90.05,Yes
Male,Yes,72,Yes,Yes,108.2,No
Male,No,72,Yes,No,92,No
Male,Yes,14,Yes,Yes,75.1,No
Male,No,7,Yes,Yes,25.05,No
Female,No,48,Yes,No,75.15,No
Male,Yes,55,Yes,No,19.5,No
Male,No,1,Yes,No,19.3,No
Male,No,45,Yes,No,112.2,No
Male,No,3,Yes,Yes,70.3,No
Female,Yes,71,Yes,No,19.6,No
Male,Yes,8,Yes,No,20.25,No
Female,Yes,3,Yes,Yes,75.85,Yes
Male,Yes,69,Yes,No,80.65,No
Male,Yes,1,Yes,Yes,68.5,Yes
Female,Yes,72,Yes,Yes,115.75,No
Male,No,11,Yes,Yes,73.5,Yes
Male,No,71,Yes,No,80.6,No
Female,No,1,Yes,Yes,69.95,Yes
Female,Yes,33,No,No,59.55,No
Female,No,16,Yes,No,19.05,No
Female,Yes,56,Yes,No,95.65,No
Female,No,1,Yes,No,19.95,No
Male,No,5,Yes,Yes,70.05,Yes
Male,Yes,57,Yes,No,19.4,No
